Kode_RS,Rumah_Sakit,Jenis,Jenis_Grup,Kelas,Penyelenggara,Penyelenggara_Kategori,Provinsi,Kab_Kota,Dokter,Dokter Gigi,Dokter Spesialis Penyakit Dalam (Sp.PD),Dokter Spesialis Obstetri & Ginekologi (Sp.OG),Dokter Spesialis Anak (Sp.A),Dokter Spesialis Bedah (Sp.B),Subspesialis Digestif,Subspesialis Onkologi,Dokter Spesialis Obstetri & Ginekologi (Sp.OG)_2,Subspesialis Onkologi ginekologi,Dokter Spesialis Penyakit Dalam (Sp.PD)_2,Subspesialis Hematologi onkologi,Subspesialis Gastroenterologi-hepatologi,Dokter Spesialis Anak (Sp.A)_2,Subspesialis Hematologi onkologi_2,Dokter Spesialis Paru  - Pulmonologi (Sp.P),Subspesialis Onkologi thoraks,Dokter Spesialis Patologi Anatomi (Sp.PA),Dokter Spesialis Patologi Klinik (SP.PK),Dokter Spesialis Radiologi (Sp.Rad),Dokter Spesialis Onkologi Radiasi (Sp.Onk.Rad),Dokter Spesialis Anastesiologi (Sp.An),Dokter Spesialis Nuklir (Sp.KN),Ahli Teknologi Laboratorium Medik (Analis Kesehatan),Fisikawan Medik,Radiografer,Total_SDM_Tercatat,Jumlah_Jenis_SDM_Tersedia,Kelengkapan_Data_SDM_pct,Brachytherapy,CT Scan 128,CT Scan 64,CT Simulator,CUSA,Cyclotron,Cytotoxic drug safety cabinet,Flowcytometer,IHK Manual,IHK Set,LINAC,Mammografi,Mikroskop fluoresen,Mikroskop microsurgery,MRI 1.5 Tesla,PET CT,Set Histopatologi,Slide Scanner / Digital Pathology,SPECT CT,"USG (Payudara, Abdomen, Ginekologi)",Jumlah_Record_Alkes_Raw,Duplikat_Alkes_Raw,Total_Unit_Alkes_Tercatat,Jumlah_Jenis_Alkes_Tersedia,Kelengkapan_Data_Alkes_pct,Ada_Data_Alkes,BPJS_Bedah Onko,BPJS_Bronkoskopi,BPJS_Kemo,BPJS_Kolonoskopi,BPJS_Mammografi,BPJS_Patologi Anatomi,BPJS_Patologi Klinik,BPJS_Radioterapi,Jumlah_Layanan_BPJS_Tercatat,Jumlah_Layanan_BPJS_Sudah,Persen_Layanan_BPJS_Sudah
3173062,RS Primaya PGI Cikini,RSU,RS Umum,B,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Pusat,12.0,4.0,6.0,2.0,5.0,4.0,1.0,1.0,2.0,1.0,6.0,2.0,1.0,5.0,1.0,2.0,,1.0,1.0,3.0,,5.0,,12.0,,7.0,71.0,19,82.61,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,,Belum kerjasama BPJS,Sudah kerjasama BPJS,Belum kerjasama BPJS,Sudah kerjasama BPJS,,5,3,60.0
3173073,RS Islam Jakarta Cempaka Putih,RSU,RS Umum,B,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Pusat,33.0,6.0,10.0,7.0,10.0,6.0,,1.0,7.0,,10.0,,,10.0,,7.0,,2.0,2.0,4.0,1.0,10.0,,19.0,1.0,12.0,131.0,16,69.57,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,Belum kerjasama BPJS,Sudah kerjasama BPJS,Belum kerjasama BPJS,Sudah kerjasama BPJS,Belum kerjasama BPJS,Sudah kerjasama BPJS,,7,4,57.14
3173105,RS Umum Budi Kemuliaan,RSU,RS Umum,C,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Pusat,26.0,2.0,3.0,18.0,15.0,3.0,,,18.0,,3.0,,,15.0,,1.0,,,1.0,2.0,,8.0,,16.0,1.0,5.0,101.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,2,2,100.0
3173116,RS Umum YPK Mandiri,RSU,RS Umum,D,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Pusat,15.0,4.0,3.0,25.0,9.0,2.0,,,25.0,,3.0,,,9.0,,,,,,1.0,,7.0,,3.0,,2.0,71.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3173120,RS Khusus Ibu Anak Bunda Jakarta,RSIA,RS Khusus,B,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Pusat,12.0,,1.0,33.0,22.0,,,,33.0,,1.0,,,22.0,,,,1.0,,,,5.0,,37.0,,,111.0,7,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3173441,RS Umum Primaya Evasari Hospital,RSU,RS Umum,C,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Pusat,14.0,2.0,5.0,5.0,4.0,3.0,,,5.0,,5.0,,,4.0,,2.0,,,1.0,1.0,,4.0,,7.0,1.0,5.0,54.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,Belum kerjasama BPJS,,,,,1,0,0.0
3173474,RS Umum Pertamina Jaya,RSU,RS Umum,C,BUMN,RS Privat,DKI Jakarta,Kota Jakarta Pusat,20.0,2.0,5.0,4.0,2.0,3.0,,,4.0,,5.0,,,2.0,,2.0,,,1.0,2.0,,3.0,,11.0,1.0,6.0,62.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3173506,RS Umum dr. Abdul Radjak Salemba,RSU,RS Umum,B,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Pusat,9.0,4.0,2.0,3.0,4.0,2.0,2.0,,3.0,,2.0,,,4.0,,2.0,,1.0,1.0,3.0,,2.0,,5.0,1.0,5.0,46.0,15,65.22,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3173521,RS Umum Daerah Tarakan,RSU,RS Umum,A,Pemprop,RS Publik,DKI Jakarta,Kota Jakarta Pusat,45.0,3.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,,,4.0,2.0,6.0,,3.0,2.0,3.0,,4.0,,36.0,,21.0,141.0,17,73.91,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,,0.0,0.0,1.0,,1.0,1.0,1.0,,,0.0,,1.0,False,9.0,7.0,75.0,1,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Belum kerjasama BPJS,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,5,4,80.0
3173532,RS Khusus THT Bedah KL Proklamasi,RSK THT-KL,RS Khusus,B,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Pusat,4.0,,2.0,,,,,,,,2.0,,,,,,,,1.0,1.0,,6.0,,,,2.0,16.0,6,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3173543,RS Umum Abdi Waluyo,RSU,RS Umum,B,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Pusat,32.0,6.0,9.0,4.0,2.0,1.0,1.0,,4.0,,9.0,,,2.0,,3.0,,,1.0,4.0,,2.0,1.0,11.0,,18.0,95.0,14,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3173580,RS Umum Kramat 128,RSU,RS Umum,C,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Pusat,27.0,1.0,7.0,4.0,4.0,6.0,1.0,,4.0,,7.0,2.0,,4.0,,2.0,,1.0,1.0,2.0,,3.0,,9.0,,5.0,75.0,15,65.22,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,,Belum kerjasama BPJS,Sudah kerjasama BPJS,,4,3,75.0
3173612,RS Khusus THT Prof Nizar,RSK THT-KL,RS Khusus,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Pusat,4.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,9.0,4,17.39,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3173623,RS Khusus JEC @Menteng,RSK Mata,RS Khusus,B,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Pusat,6.0,,3.0,,,,,,,,3.0,,,,,,,,1.0,,,7.0,,7.0,,2.0,26.0,6,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3173634,RS Khusus Bedah Bina Estetika,RSK BEDAH,RS Khusus,C,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Pusat,5.0,,,,,,,,,,,,,,,,,,1.0,1.0,,3.0,,3.0,,2.0,15.0,6,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3173645,RS Menteng Mitra Afia,RSU,RS Umum,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Pusat,11.0,1.0,5.0,2.0,2.0,2.0,,,2.0,,5.0,,,2.0,,3.0,,,1.0,1.0,,2.0,,4.0,,6.0,40.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3173656,RS Umum Mitra Kemayoran,RSU,RS Umum,B,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Pusat,24.0,5.0,12.0,8.0,10.0,4.0,1.0,,8.0,,12.0,,1.0,10.0,,4.0,,3.0,1.0,6.0,,5.0,,30.0,,14.0,128.0,15,65.22,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3173671,RS Gigi dan Mulut FKG Univ. Indonesia,RSK GM,RS Khusus,A,Kementerian Lain,RS Publik,DKI Jakarta,Kota Jakarta Pusat,6.0,472.0,2.0,,,,,,,,2.0,,,,,,,,1.0,,,1.0,,3.0,,7.0,492.0,7,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3173695,RS Ibu dan Anak Tambak,RSIA,RS Khusus,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Pusat,14.0,4.0,3.0,14.0,9.0,1.0,,,14.0,,3.0,,,9.0,,,,,1.0,2.0,,5.0,,1.0,,2.0,56.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3173696,RS Umum Bunda Jakarta,RSU,RS Umum,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Pusat,16.0,5.0,8.0,14.0,8.0,2.0,1.0,1.0,14.0,1.0,8.0,1.0,,8.0,,2.0,,,3.0,3.0,,7.0,,83.0,1.0,11.0,167.0,17,73.91,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3173697,RSGM LADOKGI R.E MARTADINATA,RSK GM,RS Khusus,B,TNI,RS Publik,DKI Jakarta,Kota Jakarta Pusat,1.0,23.0,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,28.0,4,17.39,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3173698,RS Umum Daerah Sawah Besar,RSU,RS Umum,D,Pemprop,RS Publik,DKI Jakarta,Kota Jakarta Pusat,18.0,2.0,3.0,2.0,3.0,1.0,,,2.0,,3.0,,,3.0,,,,,1.0,1.0,,2.0,,9.0,,5.0,47.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3173699,RS Umum Daerah Kemayoran,RSU,RS Umum,D,Pemprop,RS Publik,DKI Jakarta,Kota Jakarta Pusat,15.0,3.0,2.0,3.0,2.0,1.0,,,3.0,,2.0,,,2.0,,1.0,,,1.0,1.0,,1.0,,9.0,,4.0,43.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3173700,RS Umum Daerah Cempaka Putih,RSU,RS Umum,D,Pemprop,RS Publik,DKI Jakarta,Kota Jakarta Pusat,16.0,3.0,2.0,2.0,3.0,1.0,,,2.0,,2.0,,,3.0,,1.0,,,2.0,1.0,,2.0,,8.0,,6.0,47.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3173701,RS Umum Daerah Johar Baru,RSU,RS Umum,D,Pemprop,RS Publik,DKI Jakarta,Kota Jakarta Pusat,13.0,2.0,3.0,2.0,2.0,1.0,,,2.0,,3.0,,,2.0,,,,,1.0,1.0,,2.0,,6.0,,5.0,38.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3173704,RS Khusus THT SS Medika,RSK BEDAH,RS Khusus,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Pusat,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,4.0,4,17.39,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3173705,RS Umum Daerah Tanah Abang,RSU,RS Umum,D,Pemprop,RS Publik,DKI Jakarta,Kota Jakarta Pusat,17.0,3.0,3.0,1.0,2.0,1.0,,,1.0,,3.0,,,2.0,,,,,1.0,1.0,,2.0,,8.0,,5.0,44.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3173706,RS Umum Hermina Kemayoran,RSU,RS Umum,B,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Pusat,46.0,5.0,7.0,22.0,30.0,7.0,2.0,2.0,22.0,,7.0,,,30.0,,2.0,,2.0,2.0,1.0,,9.0,,24.0,,8.0,169.0,15,65.22,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,,,,Belum kerjasama BPJS,Sudah kerjasama BPJS,,3,2,66.67
3173707,RS Gigi Dan Mulut YARSI,RSK GM,RS Khusus,B,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Pusat,3.0,19.0,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,26.0,4,17.39,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3173712,RS Umum Yarsi,RSU,RS Umum,B,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Pusat,30.0,3.0,7.0,5.0,5.0,6.0,,,5.0,,7.0,,1.0,5.0,,6.0,,3.0,3.0,4.0,,7.0,,13.0,,7.0,100.0,14,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,Belum kerjasama BPJS,,,Sudah kerjasama BPJS,,,,3,2,66.67
3173723,RS Siloam Agora,RSU,RS Umum,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Pusat,9.0,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,4.0,24.0,4,17.39,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3174509,RS Ibu dan Anak St. Yusuf,RSIA,RS Khusus,C,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Utara,7.0,,1.0,5.0,4.0,,,,5.0,,1.0,,,4.0,,,,,1.0,1.0,,3.0,,5.0,,2.0,29.0,9,39.13,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3175016,RS Umum Daerah Koja,RSU,RS Umum,B,Pemprop,RS Publik,DKI Jakarta,Kota Jakarta Utara,56.0,,4.0,3.0,4.0,4.0,,1.0,3.0,,4.0,,1.0,4.0,,4.0,,2.0,1.0,3.0,,3.0,,62.0,1.0,21.0,170.0,15,65.22,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,0.0,1.0,,1.0,0.0,1.0,,,1.0,,1.0,False,9.0,7.0,75.0,1,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,5,5,100.0
3175031,RS Umum Akademik Atma Jaya,RSU,RS Umum,B,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Utara,21.0,1.0,8.0,3.0,4.0,5.0,1.0,,3.0,,8.0,,1.0,4.0,,,,2.0,2.0,5.0,,6.0,,20.0,,11.0,90.0,14,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,Belum kerjasama BPJS,,,Sudah kerjasama BPJS,,2,1,50.0
3175042,RS Umum  Pelabuhan Tanjung Priok,RSU,RS Umum,C,BUMN,RS Privat,DKI Jakarta,Kota Jakarta Utara,23.0,5.0,7.0,3.0,4.0,4.0,,,3.0,,7.0,,,4.0,,3.0,,1.0,1.0,3.0,,6.0,,18.0,1.0,10.0,89.0,14,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Belum kerjasama BPJS,Sudah kerjasama BPJS,,2,1,50.0
3175064,RS Penyakit Infeksi Prof. Dr. Sulianti Saroso,RSK INFEKSI,RS Khusus,A,Kemkes,RS Publik,DKI Jakarta,Kota Jakarta Utara,23.0,2.0,6.0,4.0,7.0,1.0,,,4.0,,6.0,,,7.0,,6.0,,1.0,3.0,1.0,,5.0,,22.0,1.0,11.0,93.0,14,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Belum kerjasama BPJS,,,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,3,2,66.67
3175075,RS Umum Mulyasari,RSU,RS Umum,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Utara,11.0,1.0,2.0,3.0,1.0,2.0,,,3.0,,2.0,,,1.0,,1.0,,,1.0,1.0,,1.0,,6.0,1.0,5.0,36.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Sudah kerjasama BPJS,,,,1,1,100.0
3175181,RS Umum Sukmul,RSU,RS Umum,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Utara,18.0,1.0,2.0,4.0,2.0,1.0,,,4.0,,2.0,,,2.0,,2.0,,,1.0,1.0,,3.0,,1.0,,2.0,38.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3175304,RS Umum Hermina Podomoro,RSU,RS Umum,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Utara,30.0,4.0,7.0,10.0,8.0,4.0,1.0,,10.0,,7.0,,,8.0,,3.0,,1.0,1.0,3.0,,8.0,,8.0,,4.0,92.0,14,60.87,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Belum kerjasama BPJS,Sudah kerjasama BPJS,,2,1,50.0
3175315,RS Umum  Satya Negara,RSU,RS Umum,C,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Utara,10.0,7.0,8.0,3.0,5.0,4.0,,,3.0,,8.0,,,5.0,,1.0,,1.0,1.0,2.0,,4.0,,12.0,,9.0,67.0,13,56.52,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3175326,RS Islam Jakarta Sukapura,RSU,RS Umum,C,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Utara,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3175330,RS Umum Royal Progress,RSU,RS Umum,B,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Utara,14.0,3.0,8.0,5.0,4.0,3.0,,,5.0,,8.0,,1.0,4.0,,2.0,,1.0,1.0,4.0,,3.0,,16.0,1.0,7.0,73.0,15,65.22,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,,2,2,100.0
3175341,RS Umum Pluit,RSU,RS Umum,B,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Utara,28.0,2.0,12.0,4.0,4.0,5.0,,,4.0,,12.0,,,4.0,,2.0,,,2.0,2.0,,9.0,,28.0,,11.0,109.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3175352,RS Umum Pantai Indah Kapuk,RSU,RS Umum,B,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Utara,24.0,5.0,6.0,14.0,10.0,2.0,3.0,2.0,14.0,3.0,6.0,1.0,2.0,10.0,,6.0,,3.0,3.0,2.0,,7.0,,36.0,1.0,12.0,142.0,19,82.61,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3175363,RS Ibu dan Anak Family,RSIA,RS Khusus,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Utara,11.0,1.0,1.0,19.0,11.0,1.0,,,19.0,,1.0,,,11.0,,,,,2.0,1.0,,5.0,,2.0,,2.0,56.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3175374,RS Umum Puri Medika,RSU,RS Umum,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Utara,6.0,,2.0,2.0,1.0,1.0,,,2.0,,2.0,,,1.0,,2.0,,,1.0,1.0,,1.0,,3.0,,3.0,23.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,Belum kerjasama BPJS,,,,,1,0,0.0
3175385,RS Umum Mitra Keluarga Kelapa Gading,RSU,RS Umum,B,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Utara,17.0,6.0,9.0,15.0,16.0,5.0,1.0,,15.0,,9.0,1.0,4.0,16.0,,5.0,,2.0,2.0,6.0,,5.0,,31.0,1.0,13.0,139.0,17,73.91,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3175396,RS Umum Port Medical Center,RSU,RS Umum,D,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Utara,12.0,8.0,3.0,4.0,2.0,2.0,,,4.0,,3.0,,,2.0,,1.0,,,1.0,1.0,,2.0,,5.0,,6.0,47.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3175407,RS Umum Gading Pluit,RSU,RS Umum,B,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Utara,31.0,8.0,9.0,15.0,6.0,5.0,,,15.0,,9.0,2.0,,6.0,,3.0,,4.0,2.0,6.0,4.0,8.0,1.0,29.0,5.0,15.0,153.0,17,73.91,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,Belum kerjasama BPJS,,Belum kerjasama BPJS,,,,,3,1,33.33
3175408,RS Umum Firdaus,RSU,RS Umum,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Utara,13.0,6.0,4.0,3.0,3.0,2.0,,,3.0,,4.0,,,3.0,,4.0,,,1.0,2.0,,3.0,,2.0,,4.0,47.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3175409,RS Ibu dan Anak Grand Family,RSIA,RS Khusus,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Utara,13.0,6.0,3.0,23.0,8.0,2.0,,,23.0,,3.0,,,8.0,,,,,1.0,2.0,,6.0,,13.0,,6.0,83.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3175410,RS Umum Pekerja,RSU,RS Umum,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Utara,17.0,2.0,4.0,3.0,4.0,2.0,,,3.0,,4.0,,,4.0,,2.0,,,1.0,3.0,,3.0,,9.0,,5.0,55.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,Belum kerjasama BPJS,Sudah kerjasama BPJS,,,,2,1,50.0
3175411,RS Umum Duta Indah,RSU,RS Umum,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Utara,10.0,1.0,4.0,5.0,4.0,2.0,,,5.0,,4.0,,,4.0,,,,,1.0,1.0,,3.0,,4.0,1.0,5.0,41.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3175412,RS Umum Daerah Tugu Koja,RSU,RS Umum,C,Pemprop,RS Publik,DKI Jakarta,Kota Jakarta Utara,17.0,2.0,3.0,2.0,3.0,2.0,,,2.0,,3.0,,,3.0,,2.0,,,1.0,1.0,,1.0,,11.0,,7.0,52.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3175413,RS Umum Daerah  Pademangan,RSU,RS Umum,D,Pemprop,RS Publik,DKI Jakarta,Kota Jakarta Utara,14.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,2.0,,,2.0,,1.0,,,1.0,1.0,,2.0,,9.0,,5.0,43.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3175414,RS Umum Daerah Cilincing,RSU,RS Umum,C,Pemprop,RS Publik,DKI Jakarta,Kota Jakarta Utara,27.0,9.0,2.0,3.0,3.0,2.0,,,3.0,,2.0,,,3.0,,2.0,,,1.0,1.0,,2.0,,10.0,,6.0,68.0,12,52.17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3175416,RS Umum Daerah  Tanjung Priok,RSU,RS Umum,D,Pemprop,RS Publik,DKI Jakarta,Kota Jakarta Utara,18.0,3.0,3.0,3.0,2.0,1.0,,,3.0,,3.0,,,2.0,,,,,1.0,1.0,,2.0,,8.0,,5.0,47.0,11,47.83,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
3175417,RS Mata JEC Primasana @Tanjung Priok,RSK Mata,RS Khusus,C,Swasta,RS Privat,DKI Jakarta,Kota Jakarta Utara,3.0,,2.0,,,,,,,,2.0,,,,,,,,,,,2.0,,1.0,,,8.0,4,17.39,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,
3175418,RS Umum Tzu Chi Hospital,RSU,RS Umum,B,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Utara,44.0,5.0,14.0,9.0,10.0,10.0,,,9.0,,14.0,,,10.0,,3.0,,,1.0,5.0,1.0,7.0,1.0,36.0,4.0,20.0,170.0,15,65.22,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Sudah kerjasama BPJS,Belum kerjasama BPJS,Sudah kerjasama BPJS,,3,2,66.67
3174015,RS Umum Sumber Waras,RSU,RS Umum,B,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Barat,30.0,2.0,7.0,5.0,4.0,6.0,2.0,,5.0,,7.0,,,4.0,,4.0,,2.0,2.0,3.0,,4.0,,23.0,1.0,10.0,105.0,15,65.22,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,Sudah kerjasama BPJS,,Belum kerjasama BPJS,Sudah kerjasama BPJS,,3,2,66.67
3174026,RS Umum Pelni Petamburan,RSU,RS Umum,B,BUMN,RS Privat,DKI Jakarta,Kota Jakarta Barat,81.0,4.0,26.0,7.0,9.0,9.0,,,7.0,1.0,26.0,,1.0,9.0,,4.0,,2.0,1.0,9.0,,8.0,,33.0,3.0,24.0,222.0,16,69.57,,,,,,,,,,,,,,,,,,,,,,,,,,0,Sudah kerjasama BPJS,,Sudah kerjasama BPJS,Sudah kerjasama BPJS,,,,,3,3,100.0
3174030,RS Umum Bhakti Mulia,RSU,RS Umum,C,Swasta Non Profit,RS Publik,DKI Jakarta,Kota Jakarta Barat,12.0,,5.0,4.0,4.0,3.0,,,4.0,,5.0,,,4.0,,3.0,,,,1.0,,3.0,,8.0,,5.0,48.0,10,43.48,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,Sudah kerjasama BPJS,,1,1,100.0
