Kode_RS,Rumah_Sakit,Provinsi,Kab_Kota,Kelas,Penyelenggara_Kategori,Total_SDM_Tercatat,Jumlah_Jenis_SDM_Tersedia,Ada_Data_Alkes,Total_Unit_Alkes_Tercatat,Jumlah_Jenis_Alkes_Tersedia,Jumlah_Layanan_BPJS_Tercatat,Jumlah_Layanan_BPJS_Sudah,Persen_Layanan_BPJS_Sudah
7306070,RS PKU Muhammadiyah Unismuh Makassar,Sulawesi Selatan,Gowa,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7306046,RS Umum Daerah Syehk Yusuf Gowa,Sulawesi Selatan,Gowa,B,RS Publik,87.0,14,1,2.0,2.0,3,3,100.0
7306057,RS Umum Thalia Irham,Sulawesi Selatan,Gowa,D,RS Privat,30.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7306059,RS Umum Yapika,Sulawesi Selatan,Gowa,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,2,2,100.0
7304011,RS Umum Daerah Lanto Daeng Pasewang,Sulawesi Selatan,Jeneponto,C,RS Publik,85.0,12,1,1.0,1.0,1,1,100.0
7304012,RS Umum Daerah Rumbia,Sulawesi Selatan,Jeneponto,D PRATAMA,RS Publik,15.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7301017,RS Pratama Jampea,Sulawesi Selatan,Kepulauan Selayar,D PRATAMA,RS Publik,8.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7301015,RS Umum Daerah KH. Hayyung Kepulauan Selayar,Sulawesi Selatan,Kepulauan Selayar,C,RS Publik,55.0,9,1,3.0,2.0,0,0,Tidak tercatat
7371452,Primaya Hospital Hertasning,Sulawesi Selatan,Kota Makassar,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371074,RS AL Jala Ammari Makassar,Sulawesi Selatan,Kota Makassar,C,RS Publik,66.0,8,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7371052,RS Akademis Jaury,Sulawesi Selatan,Kota Makassar,B,RS Publik,69.0,13,0,Tidak tercatat,Tidak tercatat,4,4,100.0
7371176,RS Bersalin Elim Makassar,Sulawesi Selatan,Kota Makassar,C,RS Publik,12.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371427,RS Gigi dan Mulut Ladokgi TNI AL Yos Sudarso,Sulawesi Selatan,Kota Makassar,C,RS Publik,1.0,1,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371373,RS Grestelina,Sulawesi Selatan,Kota Makassar,B,RS Privat,56.0,14,0,Tidak tercatat,Tidak tercatat,3,3,100.0
7371426,RS Hermina Makassar,Sulawesi Selatan,Kota Makassar,C,RS Privat,97.0,14,0,Tidak tercatat,Tidak tercatat,3,3,100.0
7371336,RS Hikmah,Sulawesi Selatan,Kota Makassar,C,RS Publik,24.0,10,0,Tidak tercatat,Tidak tercatat,2,2,100.0
7371340,RS Ibnu Sina YW-UMI Makassar,Sulawesi Selatan,Kota Makassar,B,RS Publik,200.0,17,0,Tidak tercatat,Tidak tercatat,6,6,100.0
7371430,RS Ibu dan Anak Amanat,Sulawesi Selatan,Kota Makassar,C,RS Privat,27.0,7,0,Tidak tercatat,Tidak tercatat,2,2,100.0
7371410,RS Ibu dan Anak Ananda,Sulawesi Selatan,Kota Makassar,C,RS Privat,14.0,2,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7371406,RS Ibu dan Anak Budi Mulia,Sulawesi Selatan,Kota Makassar,C,RS Privat,25.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371401,RS Ibu dan Anak Bunda,Sulawesi Selatan,Kota Makassar,C,RS Privat,9.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371223,RS Ibu dan Anak Chaterine Booth,Sulawesi Selatan,Kota Makassar,C,RS Publik,30.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371429,RS Ibu dan Anak Kartini ,Sulawesi Selatan,Kota Makassar,C,RS Privat,21.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7371418,RS Ibu dan Anak Malebu Husada,Sulawesi Selatan,Kota Makassar,C,RS Privat,9.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371107,RS Ibu dan Anak Masyita,Sulawesi Selatan,Kota Makassar,C,RS Publik,32.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371428,RS Ibu dan Anak Paramount,Sulawesi Selatan,Kota Makassar,B,RS Privat,3.0,2,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7371413,RS Ibu dan Anak Permata Hati,Sulawesi Selatan,Kota Makassar,C,RS Privat,19.0,6,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7371414,RS Ibu dan Anak Prof. dr. H. M. Farid,Sulawesi Selatan,Kota Makassar,C,RS Privat,20.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7371180,RS Ibu dan Anak Sentosa,Sulawesi Selatan,Kota Makassar,C,RS Publik,46.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371191,RS Ibu dan Anak Sitti Khadijah 1 Muhammadiyah,Sulawesi Selatan,Kota Makassar,C,RS Publik,48.0,8,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7371293,RS Islam Faisal,Sulawesi Selatan,Kota Makassar,B,RS Publik,69.0,15,0,Tidak tercatat,Tidak tercatat,2,2,100.0
7371450,RS Islam Gigi dan Mulut FKG-UMI,Sulawesi Selatan,Kota Makassar,B,RS Privat,24.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371041,RS Kepolisian Bhayangkara,Sulawesi Selatan,Kota Makassar,B,RS Publik,119.0,14,0,Tidak tercatat,Tidak tercatat,3,3,100.0
7371096,RS Khusus Daerah Dadi,Sulawesi Selatan,Kota Makassar,A,RS Publik,81.0,11,0,Tidak tercatat,Tidak tercatat,2,2,100.0
7371433,RS Khusus Daerah Gigi dan Mulut Provinsi Sulawesi ,Sulawesi Selatan,Kota Makassar,C,RS Publik,47.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371234,RS Khusus Daerah Ibu dan Anak Pertiwi,Sulawesi Selatan,Kota Makassar,C,RS Publik,37.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7371256,RS Khusus Daerah Ibu dan Anak Siti Fatimah,Sulawesi Selatan,Kota Makassar,B,RS Publik,34.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7371422,RS Khusus Gigi dan Mulut Universitas Hasanuddin,Sulawesi Selatan,Kota Makassar,B,RS Publik,179.0,5,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7371451,RS Mata JEC ORBITA @Makassar,Sulawesi Selatan,Kota Makassar,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371436,RS Mata Makassar,Sulawesi Selatan,Kota Makassar,C,RS Publik,12.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371403,RS Mitra Husada,Sulawesi Selatan,Kota Makassar,C,RS Privat,38.0,12,0,Tidak tercatat,Tidak tercatat,2,2,100.0
7371449,RS Otak & Jantung Pertamina Royal Biringkanaya,Sulawesi Selatan,Kota Makassar,B,RS Privat,12.0,5,0,Tidak tercatat,Tidak tercatat,2,2,100.0
7371400,RS PKU Muhammadiyah Mamajang,Sulawesi Selatan,Kota Makassar,D,RS Publik,11.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371448,RS Politeknik Ilmu Pelayaran (PIP) Makassar,Sulawesi Selatan,Kota Makassar,D,RS Publik,23.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371399,RS Primaya,Sulawesi Selatan,Kota Makassar,B,RS Privat,109.0,16,0,Tidak tercatat,Tidak tercatat,3,3,100.0
7371402,RS Siloam Makassar,Sulawesi Selatan,Kota Makassar,B,RS Privat,89.0,13,0,Tidak tercatat,Tidak tercatat,5,5,100.0
7371063,RS Stella Maris,Sulawesi Selatan,Kota Makassar,B,RS Publik,90.0,13,0,Tidak tercatat,Tidak tercatat,4,4,100.0
7371030,RS Tk. II Pelamonia,Sulawesi Selatan,Kota Makassar,B,RS Publik,109.0,16,0,Tidak tercatat,Tidak tercatat,5,5,100.0
7371407,RS Umum Bahagia,Sulawesi Selatan,Kota Makassar,C,RS Privat,37.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7371395,RS Umum Daerah Daya Kota Makassar,Sulawesi Selatan,Kota Makassar,B,RS Publik,77.0,12,1,5.0,5.0,4,4,100.0
7371362,RS Umum Daerah Haji Makassar,Sulawesi Selatan,Kota Makassar,B,RS Publik,93.0,13,0,Tidak tercatat,Tidak tercatat,4,4,100.0
7371026,RS Umum Daerah Labuang Baji,Sulawesi Selatan,Kota Makassar,B,RS Publik,3.0,1,1,7.0,7.0,3,3,100.0
7371014,RS Umum Daerah Sayang Rakyat,Sulawesi Selatan,Kota Makassar,C,RS Publik,85.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7371351,RS Umum Luramay,Sulawesi Selatan,Kota Makassar,D,RS Publik,11.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371314,RS Umum Pusat Dr. Tadjuddin Chalid Makassar,Sulawesi Selatan,Kota Makassar,B,RS Publik,109.0,13,1,7.0,7.0,6,6,100.0
7371434,RS Umum Sandi Karsa Makassar,Sulawesi Selatan,Kota Makassar,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,2,2,100.0
7371432,RS Umum Sayang Bunda,Sulawesi Selatan,Kota Makassar,D,RS Privat,19.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7371412,RS Umum Wisata Universitas Indonesia Timur,Sulawesi Selatan,Kota Makassar,C,RS Privat,77.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7371408,RS Universitas Hasanuddin,Sulawesi Selatan,Kota Makassar,B,RS Publik,441.0,15,0,Tidak tercatat,Tidak tercatat,5,5,100.0
7371425,RSU Cahaya Medika Makassar,Sulawesi Selatan,Kota Makassar,D,RS Privat,33.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7371325,RSUP Dr. Wahidin Sudirohusodo,Sulawesi Selatan,Kota Makassar,A,RS Publik,1048.0,21,1,13.0,12.0,8,7,87.5
7373064,RS AT Medika,Sulawesi Selatan,Kota Palopo,C,RS Publik,46.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7373008,RS Dokter Palemmai Tandi,Sulawesi Selatan,Kota Palopo,C,RS Publik,63.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7373007,RS Mega Buana Palopo,Sulawesi Selatan,Kota Palopo,C,RS Privat,36.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7373005,RS Mujaisyah,Sulawesi Selatan,Kota Palopo,D,RS Privat,20.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7373003,RS Umum Bintang Laut Palopo,Sulawesi Selatan,Kota Palopo,C,RS Privat,28.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7373016,RS Umum Daerah Sawerigading,Sulawesi Selatan,Kota Palopo,B,RS Publik,Tidak tercatat,0,1,5.0,5.0,2,2,100.0
7373009,RS Umum Mitra Smart Palopo,Sulawesi Selatan,Kota Palopo,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7373004,RS Umum St. Madyang,Sulawesi Selatan,Kota Palopo,C,RS Privat,47.0,13,0,Tidak tercatat,Tidak tercatat,2,2,100.0
7372078,RS Dr. Hasri Ainun Habibie Parepare,Sulawesi Selatan,Kota Pare-pare,B,RS Publik,36.0,13,1,3.0,3.0,2,2,100.0
7372020,RS Fatima Pare-Pare,Sulawesi Selatan,Kota Pare-pare,C,RS Publik,47.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7372077,RS Ibu dan Anak Ananda Trifa,Sulawesi Selatan,Kota Pare-pare,C,RS Privat,6.0,5,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7372031,RS Tk. IV 07.07.03 Dr. Sumantri,Sulawesi Selatan,Kota Pare-pare,C,RS Publik,49.0,12,0,Tidak tercatat,Tidak tercatat,2,2,100.0
7372075,RS Umum Daerah Andi Makkasau Parepare,Sulawesi Selatan,Kota Pare-pare,B,RS Publik,72.0,14,1,5.0,5.0,3,3,100.0
7317076,RS Hikmah Sejahtera Belopa ,Sulawesi Selatan,Luwu,C,RS Privat,27.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7317075,RS Umum Daerah Batara Guru,Sulawesi Selatan,Luwu,C,RS Publik,Tidak tercatat,0,1,1.0,1.0,1,1,100.0
7325016,RS Umum Daerah I Lagaligo,Sulawesi Selatan,Luwu Timur,C,RS Publik,81.0,12,1,2.0,2.0,1,1,100.0
7317020,RS Umum Inco Sorowako,Sulawesi Selatan,Luwu Timur,C,RS Privat,61.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7322004,RS Hikmah Sejahtera Sukamaju,Sulawesi Selatan,Luwu Utara,D,RS Privat,23.0,8,0,Tidak tercatat,Tidak tercatat,2,2,100.0
7317053,RS Umum Daerah Andi Djemma Masamba,Sulawesi Selatan,Luwu Utara,C,RS Publik,66.0,13,1,0.0,0.0,0,0,Tidak tercatat
7322003,RS Umum Hikmah Masamba,Sulawesi Selatan,Luwu Utara,C,RS Privat,22.0,5,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7309044,RS AU dr. Dody Sardjoto,Sulawesi Selatan,Maros,C,RS Publik,38.0,14,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7309016,RS Umum Daerah dr. La Palaloi,Sulawesi Selatan,Maros,C,RS Publik,54.0,13,1,3.0,3.0,1,1,100.0
7310032,RS Kelas D Pratama Sailus,Sulawesi Selatan,Pangkajene Kepulauan,D PRATAMA,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7310016,RS Umum Batara Siang,Sulawesi Selatan,Pangkajene Kepulauan,C,RS Publik,Tidak tercatat,0,1,1.0,1.0,2,2,100.0
7310021,RS Umum Daerah Batiling,Sulawesi Selatan,Pangkajene Kepulauan,D,RS Publik,16.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7315016,RS Umum Aisyiyah St. Khadijah,Sulawesi Selatan,Pinrang,D,RS Publik,20.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7315014,RS Umum Daerah Lasinrang Pinrang,Sulawesi Selatan,Pinrang,C,RS Publik,70.0,11,1,3.0,1.0,0,0,Tidak tercatat
7315018,RS Umum Daerah Madising,Sulawesi Selatan,Pinrang,D,RS Publik,28.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7314036,RS Adinda Medical Centre,Sulawesi Selatan,Sidenreng Rappang,D,RS Privat,14.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7314025,RS Umum Anugrah Pangkajene,Sulawesi Selatan,Sidenreng Rappang,D,RS Privat,16.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7314024,RS Umum Daerah Arifin Numang,Sulawesi Selatan,Sidenreng Rappang,C,RS Publik,55.0,11,1,2.0,1.0,2,2,100.0
7314013,RS Umum Daerah Nene Mallomo,Sulawesi Selatan,Sidenreng Rappang,C,RS Publik,47.0,12,1,0.0,0.0,1,1,100.0
7307014,RS Umum Daerah Kabupaten Sinjai,Sulawesi Selatan,Sinjai,C,RS Publik,70.0,11,1,2.0,2.0,0,0,Tidak tercatat
7307025,RS Umum Daerah Kelas D Pratama Bulu Paccing Bikeru,Sulawesi Selatan,Sinjai,D PRATAMA,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7312011,RS Umum Daerah Latemmamala Soppeng,Sulawesi Selatan,Soppeng,B,RS Publik,73.0,12,1,3.0,2.0,1,1,100.0
7305015,RS Khusus Ibu dan Anak Zainab,Sulawesi Selatan,Takalar,C,RS Publik,4.0,2,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7305013,RS Maryam Citra Medika,Sulawesi Selatan,Takalar,D,RS Privat,30.0,8,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7305012,RS Umum Daerah H. Padjonga Dg. Ngalle Takalar,Sulawesi Selatan,Takalar,C,RS Publik,110.0,12,1,0.0,0.0,2,2,100.0
7305014,RS Umum Daerah Pratama Takalar,Sulawesi Selatan,Takalar,D PRATAMA,RS Publik,4.0,3,1,3.0,2.0,0,0,Tidak tercatat
7318021,RS Fatima Makale,Sulawesi Selatan,Tana Toraja,C,RS Publik,29.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7318054,RS Umum Daerah Lakipadada,Sulawesi Selatan,Tana Toraja,C,RS Publik,43.0,11,1,3.0,3.0,1,1,100.0
7318056,Rumah Sakit Sinar Kasih Toraja,Sulawesi Selatan,Tana Toraja,C,RS Privat,34.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7326003,RS Santa Teresa Marampa Rantepao,Sulawesi Selatan,Toraja Utara,D,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7326002,RS Umum Daerah Pongtiku,Sulawesi Selatan,Toraja Utara,D,RS Publik,35.0,11,1,1.0,1.0,1,1,100.0
7318010,RS Umum Elim Rantepao,Sulawesi Selatan,Toraja Utara,C,RS Publik,49.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7313025,RS Hikmah Citra medika Sengkang,Sulawesi Selatan,Wajo,C,RS Privat,33.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7313024,RS Prima Husada Sengkang,Sulawesi Selatan,Wajo,D,RS Privat,10.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7313012,RS Umum Daerah Lamaddukkelleng Kabupaten Wajo,Sulawesi Selatan,Wajo,C,RS Publik,57.0,11,1,1.0,1.0,1,1,100.0
7313023,RS Umum Daerah Siwa,Sulawesi Selatan,Wajo,D,RS Publik,37.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7202017,RS Claire Medika,Sulawesi Tengah,Banggai,D,RS Privat,27.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7202018S,RS Darurat Kab. Banggai,Sulawesi Tengah,Banggai,Belum Ditetapkan,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7202016,RS Pratama dr. Abdul Chalik Masulili,Sulawesi Tengah,Banggai,D,RS Publik,6.0,2,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7202015,RS Umum Daerah Kabupaten Banggai ,Sulawesi Tengah,Banggai,B,RS Publik,Tidak tercatat,0,1,2.0,2.0,2,2,100.0
7201014,RS Pratama Bilabanggai Buko Selatan,Sulawesi Tengah,Banggai Kepulauan,D PRATAMA,RS Publik,6.0,2,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7201012,RS Umum Daerah Trikora Salakan,Sulawesi Tengah,Banggai Kepulauan,C,RS Publik,52.0,11,1,2.0,1.0,1,1,100.0
7201011,RS Umum Daerah Banggai,Sulawesi Tengah,Banggai Laut,C,RS Publik,44.0,8,1,1.0,1.0,1,1,100.0
7207013,RS Umum Daerah Mokoyurli Buol,Sulawesi Tengah,Buol,C,RS Publik,43.0,11,1,2.0,2.0,0,0,Tidak tercatat
7207015,RS Umum Daerah Pratama Buol,Sulawesi Tengah,Buol,D PRATAMA,RS Publik,6.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7205022,RS Umum Daerah Kabelota,Sulawesi Tengah,Donggala,C,RS Publik,33.0,11,1,6.0,1.0,0,0,Tidak tercatat
7205024,RS Umum Daerah Pendau Tambu Kab Donggala,Sulawesi Tengah,Donggala,D,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7271127,RS Bhayangkara Palu,Sulawesi Tengah,Kota Palu,C,RS Publik,32.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7271095,RS Budi Agung Palu,Sulawesi Tengah,Kota Palu,C,RS Privat,42.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7271131,RS Ibu dan Anak Care She,Sulawesi Tengah,Kota Palu,C,RS Privat,7.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7271130,RS Ibu dan Anak Nasana Pura,Sulawesi Tengah,Kota Palu,C,RS Privat,13.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7271116,RS Ibu dan Anak Tinatapura,Sulawesi Tengah,Kota Palu,C,RS Publik,4.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7271132,RS Samaritan Palu,Sulawesi Tengah,Kota Palu,C,RS Privat,30.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7271025,RS TK. III. 13.06.01 Dr. Sindhu Trisno,Sulawesi Tengah,Kota Palu,C,RS Publik,43.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7271128,RS Umum  Sis Al Jufri Palu,Sulawesi Tengah,Kota Palu,C,RS Publik,41.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7271036,RS Umum Anutapura Palu,Sulawesi Tengah,Kota Palu,B,RS Publik,108.0,14,1,5.0,5.0,3,3,100.0
7271051,RS Umum Daerah Madani Palu,Sulawesi Tengah,Kota Palu,C,RS Publik,51.0,12,1,2.0,2.0,0,0,Tidak tercatat
7271014,RS Umum Daerah Undata Palu,Sulawesi Tengah,Kota Palu,B,RS Publik,155.0,15,1,9.0,9.0,5,5,100.0
7271133,RS Umum Tadulako Palu,Sulawesi Tengah,Kota Palu,C,RS Publik,31.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7271040,RS Woodward,Sulawesi Tengah,Kota Palu,C,RS Publik,38.0,12,0,Tidak tercatat,Tidak tercatat,2,2,100.0
7203016,RS Umum Daerah Morowali,Sulawesi Tengah,Morowali,C,RS Publik,71.0,13,1,5.0,5.0,1,1,100.0
7203018,RS Umum Daerah Salabangkapaku,Sulawesi Tengah,Morowali,D,RS Publik,11.0,3,0,Tidak tercatat,Tidak tercatat,1,1,100.0
7212011,RS Pratama Mayapuria,Sulawesi Tengah,Morowali Utara,D PRATAMA,RS Publik,4.0,2,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7204021,RS Umum Daerah Kolonodale,Sulawesi Tengah,Morowali Utara,C,RS Publik,73.0,9,1,1.0,1.0,1,1,100.0
7208012,RS Ibu dan Anak Defina,Sulawesi Tengah,Parigi Moutong,C,RS Privat,13.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7208011,RS Umum Daerah Anuntaloko Parigi,Sulawesi Tengah,Parigi Moutong,B,RS Publik,64.0,12,1,3.0,3.0,1,1,100.0
7208115,RS Umum Daerah Buluye Napoae Moutong,Sulawesi Tengah,Parigi Moutong,D,RS Publik,6.0,2,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7208013,RS Umum Daerah Raja Tombolotutu,Sulawesi Tengah,Parigi Moutong,C,RS Publik,28.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7204043,RS GKST Tentena,Sulawesi Tengah,Poso,D,RS Publik,6.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7204044,"RS TK 4 Dr. Yanto, Sp.OT",Sulawesi Tengah,Poso,D,RS Publik,5.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7204010,RS Umum Daerah Poso,Sulawesi Tengah,Poso,C,RS Publik,46.0,12,1,1.0,1.0,0,0,Tidak tercatat
7210002,RS Umum Daerah Tora Belo,Sulawesi Tengah,Sigi,C,RS Publik,61.0,13,1,0.0,0.0,1,1,100.0
7209032,RS Umum Daerah Ampana,Sulawesi Tengah,Tojo Una-Una,C,RS Publik,54.0,9,1,5.0,2.0,2,2,100.0
7209004,RS Umum Daerah Pratama Togean,Sulawesi Tengah,Tojo Una-Una,D PRATAMA,RS Publik,2.0,2,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7209002,RS Umum Daerah Wakai,Sulawesi Tengah,Tojo Una-Una,D,RS Publik,10.0,5,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7206012,RS Umum  Mokopido Toli-Toli,Sulawesi Tengah,Toli-Toli,C,RS Publik,55.0,11,1,4.0,4.0,1,1,100.0
7206014,RS Umum Hj. Zubaeda Bantilan,Sulawesi Tengah,Toli-Toli,D,RS Publik,11.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7406036,RS Umum Daerah Kabupaten Bombana,Sulawesi Tenggara,Bombana,C,RS Publik,49.0,11,1,0.0,0.0,1,1,100.0
7401038,RS Umum Daerah Kabupaten Buton,Sulawesi Tenggara,Buton,C,RS Publik,38.0,11,1,0.0,0.0,1,1,100.0
7401039,RS Umum Daerah Kabupaten Buton Selatan,Sulawesi Tenggara,Buton Selatan,C,RS Publik,32.0,9,1,0.0,0.0,0,0,Tidak tercatat
7414002,RS Umum Daerah Kabupaten Buton Tengah,Sulawesi Tenggara,Buton Tengah,D,RS Publik,21.0,6,1,0.0,0.0,0,0,Tidak tercatat
7401024,RS Umum Daerah Kabupaten Buton Utara,Sulawesi Tenggara,Buton Utara,D,RS Publik,34.0,10,1,0.0,0.0,1,1,100.0
7404023,RS Antam Nikel Pomalaa,Sulawesi Tenggara,Kolaka,D,RS Privat,9.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7404012,RS Benyamin Guluh Kolaka,Sulawesi Tenggara,Kolaka,C,RS Publik,73.0,13,1,1.0,1.0,1,1,100.0
7404046,RS Ibu dan Anak Budi Medika,Sulawesi Tenggara,Kolaka,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7404045,RS Umum Harifa,Sulawesi Tenggara,Kolaka,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7411908,RS Umum Daerah Kabupaten Kolaka Timur,Sulawesi Tenggara,Kolaka Timur,D,RS Publik,28.0,11,1,0.0,0.0,0,0,Tidak tercatat
7404034,RS Umum Daerah H.M.Djafar Harun,Sulawesi Tenggara,Kolaka Utara,C,RS Publik,45.0,10,1,3.0,2.0,0,0,Tidak tercatat
7403022,RS Umum Daerah Konawe,Sulawesi Tenggara,Konawe,C,RS Publik,58.0,13,1,2.0,1.0,1,1,100.0
7403126,RS Umum Setia Bunda,Sulawesi Tenggara,Konawe,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
7412002,RS Umum Daerah Kabupaten Konawe Kepulauan,Sulawesi Tenggara,Konawe Kepulauan,D,RS Publik,28.0,11,1,0.0,0.0,0,0,Tidak tercatat
7403114,RS Umum Daerah Konawe Selatan,Sulawesi Tenggara,Konawe Selatan,C,RS Publik,46.0,9,1,0.0,0.0,0,0,Tidak tercatat
7408013,RS Umum Daerah Kab.Konawe Utara,Sulawesi Tenggara,Konawe Utara,D,RS Publik,33.0,8,1,3.0,1.0,0,0,Tidak tercatat
