Kode_RS,Rumah_Sakit,Provinsi,Kab_Kota,Kelas,Penyelenggara_Kategori,Total_SDM_Tercatat,Jumlah_Jenis_SDM_Tersedia,Ada_Data_Alkes,Total_Unit_Alkes_Tercatat,Jumlah_Jenis_Alkes_Tersedia,Jumlah_Layanan_BPJS_Tercatat,Jumlah_Layanan_BPJS_Sudah,Persen_Layanan_BPJS_Sudah
3201246,RS Ibu dan Anak Bunda Suryatni,Jawa Barat,Kota Bogor,C,RS Privat,30.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3201257,RS Ibu dan Anak Nuraida,Jawa Barat,Kota Bogor,C,RS Privat,45.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3271162,RS Ibu dan Anak Pasutri,Jawa Barat,Kota Bogor,C,RS Privat,27.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3201243,RS Ibu dan Anak Sawojajar,Jawa Barat,Kota Bogor,C,RS Privat,22.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3271046,RS Jiwa dr. H. Marzoeki Mahdi,Jawa Barat,Kota Bogor,A,RS Publik,64.0,13,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3271072,RS Umum Azra,Jawa Barat,Kota Bogor,C,RS Privat,81.0,15,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3271166,RS Umum Bhayangkara Tk IV Bogor,Jawa Barat,Kota Bogor,D,RS Publik,11.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3271104,RS Umum Daerah Kota Bogor,Jawa Barat,Kota Bogor,B,RS Publik,134.0,16,1,37.0,9.0,6,6,100.0
3271115,RS Umum Hermina Bogor,Jawa Barat,Kota Bogor,B,RS Privat,115.0,13,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3201218,RS Umum Islam Bogor,Jawa Barat,Kota Bogor,C,RS Publik,59.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3201240,RS Umum Juliana,Jawa Barat,Kota Bogor,C,RS Privat,38.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3201236,RS Umum Medika Dramaga,Jawa Barat,Kota Bogor,C,RS Privat,71.0,12,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3271161,RS Umum Melania,Jawa Barat,Kota Bogor,C,RS Privat,70.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3271164,RS Umum Mulia Pajajaran,Jawa Barat,Kota Bogor,C,RS Privat,62.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3271013,RS Umum PMI Bogor,Jawa Barat,Kota Bogor,B,RS Publik,100.0,13,0,Tidak tercatat,Tidak tercatat,5,5,100.0
3271024,RS Umum Salak,Jawa Barat,Kota Bogor,C,RS Publik,66.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3201251,RS Umum Siloam Hospitals Bogor,Jawa Barat,Kota Bogor,C,RS Privat,68.0,14,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3201241,RS Umum Ummi,Jawa Barat,Kota Bogor,C,RS Privat,57.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3271163,RS Umum Vania,Jawa Barat,Kota Bogor,C,RS Privat,36.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3277022,RS Gigi dan Mulut Pendidikan Unjani,Jawa Barat,Kota Cimahi,B,RS Privat,21.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3277019,RS Umum Avisena,Jawa Barat,Kota Cimahi,C,RS Privat,44.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3277023,RS Umum Baros,Jawa Barat,Kota Cimahi,D,RS Privat,46.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3277020,RS Umum Daerah Cibabat,Jawa Barat,Kota Cimahi,B,RS Publik,136.0,14,1,16.0,4.0,5,4,80.0
3277021,RS Umum Kasih Bunda,Jawa Barat,Kota Cimahi,C,RS Privat,52.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3277018,RS Umum Mitra Anugrah Lestari,Jawa Barat,Kota Cimahi,C,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3204075,RS Umum Mitra Kasih,Jawa Barat,Kota Cimahi,C,RS Publik,91.0,13,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3277031,RS Umum Tk. II Dustira,Jawa Barat,Kota Cimahi,B,RS Publik,160.0,14,0,Tidak tercatat,Tidak tercatat,4,4,100.0
3274137,RS Ibu dan Anak Cahaya Bunda,Jawa Barat,Kota Cirebon,C,RS Privat,38.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3274100,RS Umum Budi Asta,Jawa Barat,Kota Cirebon,D,RS Publik,17.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3274016,RS Umum Daerah Gunung Jati,Jawa Barat,Kota Cirebon,B,RS Publik,138.0,14,1,6.0,6.0,4,3,75.0
3274134,RS Umum Medimas,Jawa Barat,Kota Cirebon,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3274111,RS Umum Muhammadiyah,Jawa Barat,Kota Cirebon,D,RS Publik,18.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3274031,RS Umum Panti Abdi Dharma,Jawa Barat,Kota Cirebon,D,RS Privat,20.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3274053,RS Umum Pelabuhan Cirebon,Jawa Barat,Kota Cirebon,C,RS Privat,57.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3274064,RS Umum Putera Bahagia,Jawa Barat,Kota Cirebon,C,RS Privat,57.0,12,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3274090,RS Umum Sumber Kasih,Jawa Barat,Kota Cirebon,C,RS Privat,58.0,12,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3274020,RS Umum Tk. III Ciremai,Jawa Barat,Kota Cirebon,B,RS Publik,54.0,15,0,Tidak tercatat,Tidak tercatat,4,4,100.0
3276147,RS Ibu dan Anak Asyifa Depok,Jawa Barat,Kota Depok,C,RS Privat,26.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3276149,RS Ibu dan Anak Setya Bhakti,Jawa Barat,Kota Depok,C,RS Privat,16.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3201141,RS Ibu dan Anak Tumbuh Kembang,Jawa Barat,Kota Depok,C,RS Publik,36.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3276150,RS Jantung Diagram,Jawa Barat,Kota Depok,B,RS Privat,48.0,10,0,Tidak tercatat,Tidak tercatat,2,1,50.0
3276167,RS Primaya Depok,Jawa Barat,Kota Depok,C,RS Privat,43.0,12,0,Tidak tercatat,Tidak tercatat,3,3,100.0
3276154,RS Umum Alia Hospital,Jawa Barat,Kota Depok,B,RS Privat,67.0,12,0,Tidak tercatat,Tidak tercatat,3,3,100.0
3276169,RS Umum Anak Negeri Hospital,Jawa Barat,Kota Depok,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3201035,RS Umum Bhakti Yudha,Jawa Barat,Kota Depok,C,RS Publik,61.0,13,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3276039,RS Umum Bhayangkara Brimob,Jawa Barat,Kota Depok,C,RS Publik,46.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3276155,RS Umum Brawijaya Bojongsari,Jawa Barat,Kota Depok,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3201196,RS Umum Bunda Margonda,Jawa Barat,Kota Depok,C,RS Privat,90.0,13,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3276153,RS Umum Citra Arafiq,Jawa Barat,Kota Depok,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3276166,RS Umum Citra Arafiq Sawangan,Jawa Barat,Kota Depok,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3276152,RS Umum Citra Medika Depok,Jawa Barat,Kota Depok,C,RS Privat,34.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3276168,RS Umum Daerah Anugerah Sehat Afiat,Jawa Barat,Kota Depok,C,RS Publik,36.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3276124,RS Umum Daerah Khidmat Sehat Afiat Kota Depok,Jawa Barat,Kota Depok,C,RS Publik,110.0,13,1,3.0,3.0,3,2,66.67
3276041,RS Umum Grha Permata Ibu,Jawa Barat,Kota Depok,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,3,3,100.0
3276146,RS Umum Hasanah Graha Afiah,Jawa Barat,Kota Depok,C,RS Privat,90.0,13,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3201126,RS Umum Hermina Depok,Jawa Barat,Kota Depok,B,RS Publik,160.0,17,0,Tidak tercatat,Tidak tercatat,5,5,100.0
3201185,RS Umum Meilia,Jawa Barat,Kota Depok,B,RS Privat,87.0,13,0,Tidak tercatat,Tidak tercatat,3,3,100.0
3276028,RS Umum Mitra Keluarga Depok,Jawa Barat,Kota Depok,C,RS Privat,87.0,14,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3276151,RS Umum Permata Depok,Jawa Barat,Kota Depok,C,RS Privat,98.0,14,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3201072,RS Umum Puri Cinere,Jawa Barat,Kota Depok,B,RS Privat,124.0,15,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3276017,RS Umum Sentra Medika,Jawa Barat,Kota Depok,B,RS Privat,91.0,12,0,Tidak tercatat,Tidak tercatat,6,5,83.33
3276135,RS Umum Simpangan Depok,Jawa Barat,Kota Depok,C,RS Privat,33.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3201061,RS Umum Tugu Ibu,Jawa Barat,Kota Depok,C,RS Publik,59.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3201256,RS Universitas Indonesia,Jawa Barat,Kota Depok,B,RS Publik,148.0,18,0,Tidak tercatat,Tidak tercatat,4,4,100.0
3272051,RS Umum Assyifa Sukabumi,Jawa Barat,Kota Sukabumi,C,RS Publik,69.0,13,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3272025,RS Umum Bhayangkara Setukpa Lemdikpol,Jawa Barat,Kota Sukabumi,C,RS Publik,58.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3272075,RS Umum Daerah Al-Mulk,Jawa Barat,Kota Sukabumi,D,RS Publik,29.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3272014,"RS Umum Daerah R. Syamsudin, SH",Jawa Barat,Kota Sukabumi,B,RS Publik,125.0,15,1,7.0,6.0,3,2,66.67
3272062,RS Umum Kartika Kasih,Jawa Barat,Kota Sukabumi,C,RS Privat,54.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3272036,RS Umum Ridogalih,Jawa Barat,Kota Sukabumi,D,RS Publik,29.0,12,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3278093,RS Hermina Tasikmalaya,Jawa Barat,Kota Tasikmalaya,C,RS Privat,13.0,3,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3278021,RS Ibu dan Anak Bunda Aisyah,Jawa Barat,Kota Tasikmalaya,C,RS Privat,11.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3278016,RS Ibu dan Anak Sayang Bunda,Jawa Barat,Kota Tasikmalaya,C,RS Privat,11.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3278015,RS Ibu dan Anak Ummi,Jawa Barat,Kota Tasikmalaya,C,RS Privat,2.0,2,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3278017,RS Ibu dan Anak Widaningsih,Jawa Barat,Kota Tasikmalaya,C,RS Privat,5.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3206083,RS Ibu dan Anak dr. Hj. Karmini EH,Jawa Barat,Kota Tasikmalaya,C,RS Publik,11.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3278094,RS Jantung dan Pembuluh Darah Tasikmalaya,Jawa Barat,Kota Tasikmalaya,B,RS Privat,34.0,13,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3206011,RS Umum Daerah dr. Soekardjo,Jawa Barat,Kota Tasikmalaya,B,RS Publik,119.0,13,1,2.0,2.0,2,1,50.0
3206055,RS Umum Islam Hj. Siti Muniroh,Jawa Barat,Kota Tasikmalaya,D,RS Publik,19.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3206070,RS Umum Jasa Kartini,Jawa Barat,Kota Tasikmalaya,C,RS Privat,93.0,13,0,Tidak tercatat,Tidak tercatat,4,4,100.0
3278082,RS Umum Permata Bunda,Jawa Barat,Kota Tasikmalaya,C,RS Privat,42.0,13,0,Tidak tercatat,Tidak tercatat,1,0,0.0
3278081,RS Umum Prasetya Bunda,Jawa Barat,Kota Tasikmalaya,C,RS Privat,29.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3278018,RS Umum Syifa Medina,Jawa Barat,Kota Tasikmalaya,D,RS Privat,13.0,8,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3278014,RS Umum Tasik Medika Citratama (TMC),Jawa Barat,Kota Tasikmalaya,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3208061,RS Jantung Hasna Medika Kuningan,Jawa Barat,Kuningan,B,RS Privat,25.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3208063,RS Mitra Husada Ciawigebang,Jawa Barat,Kuningan,D,RS Privat,27.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3208065,RS Permata Kuningan,Jawa Barat,Kuningan,C,RS Privat,37.0,13,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3208064,RS Umum Aria Kamuning,Jawa Barat,Kuningan,D,RS Privat,19.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3208013,RS Umum Daerah 45 Kuningan,Jawa Barat,Kuningan,B,RS Publik,114.0,13,1,7.0,6.0,3,3,100.0
3208059,RS Umum Daerah Linggajati Kuningan,Jawa Barat,Kuningan,C,RS Publik,44.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3208057,RS Umum El-Syifa,Jawa Barat,Kuningan,D,RS Privat,17.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3208046,RS Umum Juanda,Jawa Barat,Kuningan,C,RS Privat,51.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3208060,RS Umum KMC Luragung,Jawa Barat,Kuningan,C,RS Privat,26.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3208058,RS Umum Kuningan Medical Center,Jawa Barat,Kuningan,C,RS Privat,40.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3208035,RS Umum Sekar Kamulyan,Jawa Barat,Kuningan,C,RS Publik,31.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3208024,RS Umum Wijaya Kusumah,Jawa Barat,Kuningan,C,RS Publik,33.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3210036,RS Bedah Budi Kasih,Jawa Barat,Majalengka,C,RS Publik,10.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3210037,RS Mitra Plumbon Majalengka,Jawa Barat,Majalengka,C,RS Privat,47.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3210025,RS Umum Daerah Cideres,Jawa Barat,Majalengka,B,RS Publik,59.0,12,1,6.0,5.0,3,3,100.0
3210014,RS Umum Daerah Majalengka,Jawa Barat,Majalengka,C,RS Publik,67.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3210049,RS Umum Daerah Talaga,Jawa Barat,Majalengka,D,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3210038,RS Umum Livasya,Jawa Barat,Majalengka,C,RS Privat,11.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3218001,RS Umum Daerah Pandega Pangandaran,Jawa Barat,Pangandaran,C,RS Publik,62.0,12,1,1.0,1.0,2,2,100.0
3214041,RS Ibu dan Anak Bunda Fathia,Jawa Barat,Purwakarta,C,RS Privat,11.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3214036,RS Ibu dan Anak Dian,Jawa Barat,Purwakarta,C,RS Privat,12.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3214035,RS Umum Amira,Jawa Barat,Purwakarta,C,RS Privat,40.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3214033,RS Umum Asri Purwakarta,Jawa Barat,Purwakarta,C,RS Privat,41.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3214038,RS Umum Bhakti Husada II Purwakarta,Jawa Barat,Purwakarta,C,RS Privat,37.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3214011,RS Umum Daerah Bayu Asih,Jawa Barat,Purwakarta,B,RS Publik,91.0,13,1,13.0,8.0,3,2,66.67
3214037,RS Umum Holistic Purwakarta,Jawa Barat,Purwakarta,C,RS Privat,22.0,10,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3214040,RS Umum Karina Medika,Jawa Barat,Purwakarta,D,RS Privat,26.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3214034,RS Umum Rama Hadi,Jawa Barat,Purwakarta,C,RS Privat,50.0,14,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3214031,RS Umum Siloam Purwakarta,Jawa Barat,Purwakarta,B,RS Privat,90.0,12,0,Tidak tercatat,Tidak tercatat,3,2,66.67
3214032,RS Umum dr. Abdul Radjak Purwakarta,Jawa Barat,Purwakarta,B,RS Privat,64.0,13,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3213062,RS Hamori,Jawa Barat,Subang,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,2,1,50.0
3213050,RS Indosehat 2003,Jawa Barat,Subang,D,RS Privat,20.0,6,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3213048,RS Karisma,Jawa Barat,Subang,D,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3213049,RS Khusus Ibu dan Anak Grha Mutiara,Jawa Barat,Subang,C,RS Privat,12.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3213061,RS Rayhan,Jawa Barat,Subang,C,RS Privat,9.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3213010,RS Umum Daerah Subang,Jawa Barat,Subang,B,RS Publik,109.0,11,1,5.0,5.0,1,1,100.0
3213047,RS Umum Haji Syaiful Anwar,Jawa Barat,Subang,D,RS Privat,14.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3213044,RS Umum Mutiara Hati,Jawa Barat,Subang,C,RS Privat,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3213021,RS Umum PTPN VIII ,Jawa Barat,Subang,D,RS Privat,39.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3213045,RS Umum Pamanukan Medical Center (PMC),Jawa Barat,Subang,C,RS Privat,39.0,12,0,Tidak tercatat,Tidak tercatat,2,1,50.0
3213032,RSAU dr. Hoediyono Lanud Suryadarma,Jawa Barat,Subang,D,RS Publik,10.0,6,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3202086,RS DKH Cibadak,Jawa Barat,Sukabumi,C,RS Privat,48.0,13,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3202088,RS Primaya Sukabumi,Jawa Barat,Sukabumi,C,RS Privat,41.0,12,0,Tidak tercatat,Tidak tercatat,3,3,100.0
3202073,RS Umum Betha Medika ,Jawa Barat,Sukabumi,C,RS Privat,74.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3202084,RS Umum Bhakti Medicare,Jawa Barat,Sukabumi,C,RS Privat,65.0,13,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3202051,RS Umum Daerah Jampang Kulon,Jawa Barat,Sukabumi,C,RS Publik,57.0,11,1,1.0,1.0,2,2,100.0
3202040,RS Umum Daerah Palabuhanratu,Jawa Barat,Sukabumi,C,RS Publik,66.0,14,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3202087,RS Umum Daerah Sagaranten,Jawa Barat,Sukabumi,D,RS Publik,19.0,8,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3202014,RS Umum Daerah Sekarwangi,Jawa Barat,Sukabumi,B,RS Publik,79.0,13,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3202062,RS Umum Hermina Sukabumi,Jawa Barat,Sukabumi,C,RS Privat,67.0,13,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3211015,RS Umum Daerah Sumedang,Jawa Barat,Sumedang,B,RS Publik,122.0,12,1,3.0,3.0,2,2,100.0
3211027,RS Umum Harapan Keluarga,Jawa Barat,Sumedang,D,RS Privat,33.0,10,0,Tidak tercatat,Tidak tercatat,2,1,50.0
3211026,RS Umum Pakuwon,Jawa Barat,Sumedang,C,RS Privat,37.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3206084,RS Ibu dan Anak Respati,Jawa Barat,Tasikmalaya,C,RS Privat,11.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3206023,RS Umum Daerah Singaparna Medika Citrautama,Jawa Barat,Tasikmalaya,C,RS Publik,101.0,13,1,4.0,4.0,4,4,100.0
3304010,RS Umum Daerah Hj. Anna Lasmanah Banjarnegara,Jawa Tengah,Banjarnegara,C,RS Publik,62.0,13,1,4.0,4.0,3,3,100.0
3304021,RS Umum Emmanuel,Jawa Tengah,Banjarnegara,C,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3304032,RS Umum Islam Banjarnegara,Jawa Tengah,Banjarnegara,D,RS Publik,56.0,13,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3304035,RS Umum PKU Muhammadiyah Banjarnegara,Jawa Tengah,Banjarnegara,D,RS Publik,33.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3302235S,RS Darurat Covid Univ. Muhammadiyah Purwokerto,Jawa Tengah,Banyumas,Belum Ditetapkan,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3302246S,RS Darurat Covid-19 Banyumas,Jawa Tengah,Banyumas,Belum Ditetapkan,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3302232,RS Hermina Purwokerto,Jawa Tengah,Banyumas,C,RS Privat,64.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3302226,RS Ibu dan Anak Budhi Asih,Jawa Tengah,Banyumas,C,RS Publik,12.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3302174,RS Ibu dan Anak Bunda Arif,Jawa Tengah,Banyumas,C,RS Publik,19.0,7,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3302249,RS JIH Purwokerto,Jawa Tengah,Banyumas,C,RS Privat,38.0,11,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3302063,RS Khusus Bedah Jatiwinangun,Jawa Tengah,Banyumas,C,RS Privat,23.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3302225,RS Khusus Bedah Mitra Ariva,Jawa Tengah,Banyumas,C,RS Publik,17.0,7,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3302228,RS Khusus Gigi dan Mulut Univ. Jenderal Soedirman,Jawa Tengah,Banyumas,B,RS Publik,26.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3302248,RS Khusus Mata Purwokerto,Jawa Tengah,Banyumas,C,RS Publik,6.0,3,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3302052,RS Khusus Orthopaedi Purwokerto,Jawa Tengah,Banyumas,C,RS Privat,9.0,4,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3302121,RS Umum Amanah,Jawa Tengah,Banyumas,D,RS Publik,Tidak tercatat,0,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3302074,RS Umum An Ni'mah,Jawa Tengah,Banyumas,D,RS Privat,27.0,9,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3302165,RS Umum Ananda Purwokerto,Jawa Tengah,Banyumas,C,RS Publik,43.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3302154,RS Umum Bunda,Jawa Tengah,Banyumas,D,RS Publik,16.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3302229,RS Umum Dadi Keluarga,Jawa Tengah,Banyumas,C,RS Privat,57.0,17,0,Tidak tercatat,Tidak tercatat,4,4,100.0
3302191,RS Umum Daerah Ajibarang,Jawa Tengah,Banyumas,C,RS Publik,57.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3302026,RS Umum Daerah Prof Dr. Margono Soekarjo,Jawa Tengah,Banyumas,B,RS Publik,179.0,18,1,15.0,9.0,7,6,85.71
3302143,RS Umum Hidayah Purwokerto,Jawa Tengah,Banyumas,D,RS Privat,19.0,8,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3302132,RS Umum Islam Purwokerto,Jawa Tengah,Banyumas,C,RS Publik,56.0,13,0,Tidak tercatat,Tidak tercatat,4,4,100.0
3302227,RS Umum Medika Lestari Banyumas,Jawa Tengah,Banyumas,D,RS Privat,24.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3302041,RS Umum Santa Elisabeth Purwokerto,Jawa Tengah,Banyumas,C,RS Publik,46.0,12,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3302224,RS Umum Siaga Medika Banyumas,Jawa Tengah,Banyumas,C,RS Publik,38.0,13,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3302180,RS Umum Sinar Kasih,Jawa Tengah,Banyumas,D,RS Publik,29.0,10,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
3302030,RS Umum Tk. III Wijayakusuma,Jawa Tengah,Banyumas,C,RS Publik,55.0,12,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3302213,RS Umum Wiradadi Husada,Jawa Tengah,Banyumas,C,RS Publik,48.0,17,0,Tidak tercatat,Tidak tercatat,2,2,100.0
3302015,RS umum Daerah Banyumas,Jawa Tengah,Banyumas,B,RS Publik,103.0,14,1,7.0,4.0,5,4,80.0
3325015,RS Umum Daerah Batang,Jawa Tengah,Batang,C,RS Publik,58.0,12,1,12.0,7.0,2,2,100.0
3325039,RS Umum Daerah Limpung,Jawa Tengah,Batang,D,RS Publik,32.0,11,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3325037,RS Umum Qim,Jawa Tengah,Batang,C,RS Privat,54.0,13,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3316074,RS Ibu dan Anak NU Cakra Medika,Jawa Tengah,Blora,C,RS Privat,5.0,4,0,Tidak tercatat,Tidak tercatat,1,1,100.0
3316062,RS Umum Bantuan Blora,Jawa Tengah,Blora,D,RS Publik,20.0,9,0,Tidak tercatat,Tidak tercatat,0,0,Tidak tercatat
